id,username,email,bio,created_at,follower_count,following_count,post_count,is_fake,fake_score
570,demo836,morganandrew@example.net,🎁 Free giveaway! Click to win! https://thomas.net/,2025-07-05T15:24:39.682772,36,1558,8,True,0.9619566258468393
205,demo313,bcooper@example.com,💰 Make money fast! Click here: http://www.chambers.com/,2025-07-12T15:24:39.040559,40,861,6,True,0.7792950299471131
1298,kellychristopher,gdaniels@example.com,Photography enthusiast 📸,2022-12-14T15:24:40.518152,340,296,7,False,0.14335094934858214
1116,Michael_3,madison38@example.com,Adventure seeker 🏔️,2023-01-17T15:24:40.416588,132,115,74,False,0.09199649190159752
1763,nash1,ariel13@example.com,Photography enthusiast 📸,2024-09-26T15:24:40.770594,99,40,69,False,0.03535066485237862
329,dpetersonspam,nfields@example.org,💸 Earn 677$ daily! https://www.mccann.org/,2025-07-21T15:24:39.307744,36,888,3,True,0.9494867004775085
1040,RandallWard,vanessamoore@example.com,Student at Arias-Jones,2025-03-25T15:24:40.374839,259,53,60,False,0.07842110422700768
703,kellyelliott.29,emma47@example.net,📱 Download our app and get rich! https://horn-mclaughlin.com/,2025-07-29T15:24:39.893097,14,419,3,True,0.9041054214933861
515,robintapia.43,kirk93@example.com,🎯 Best investment opportunity! https://davis-roberts.com/,2025-07-10T15:24:39.598076,10,489,0,True,0.8967757762280192
778,victoria98_73,cvaldez@example.com,🔥 Limited time offer! http://lopez.biz/,2025-07-05T15:24:40.008478,40,1761,8,True,0.9363921121404075
855,romansamantha#2,randyschwartz@example.net,💸 Earn 638$ daily! https://walker.biz/,2025-07-04T15:24:40.127150,18,1094,8,True,0.9101560919199394
1925,shannon04,awyatt@example.com,Dog person 🐕,2022-12-26T15:24:40.859939,117,298,7,False,0.11357731611050233
318,chrisaguirre000,marissa65@example.net,📱 Download our app and get rich! https://marshall-simmons.com/,2025-07-27T15:24:39.290959,32,1544,3,True,0.7002157676720012
916,ashley50!5,fergusontina@example.net,🎯 Best investment opportunity! http://www.davis-nunez.net/,2025-07-28T15:24:40.220858,5,1343,9,True,0.859506076764579
276,kelsey5882,poolewendy@example.net,🔥 Limited time offer! http://www.peterson.org/,2025-07-07T15:24:39.153437,48,1299,5,True,0.8534483091562051
1720,Michelle14,smithveronica@example.com,Coffee addict ☕,2025-03-09T15:24:40.746972,260,64,56,False,0.2723873514281595
1206,BrandonTaylor,brownmichele@example.com,"📍 Kaylashire, Uganda",2024-06-29T15:24:40.467060,191,298,14,False,0.2854382934447497
308,tracyrollins.68,gdyer@example.com,💰 Make money fast! Click here: https://hill-brooks.info/,2025-07-09T15:24:39.274710,16,455,6,True,0.7719576958343553
1275,gbooth,emmaellison@example.net,Tech geek 💻,2023-11-21T15:24:40.504841,300,119,52,False,0.11491727821030913
1952,force2,jamie87@example.net,"Working at Hansen, White and Gordon",2023-01-24T15:24:40.874528,196,161,66,False,0.14904846374647224
1614,Martin.65,mleonard@example.org,Coffee addict ☕,2024-01-20T15:24:40.690331,140,35,91,False,0.03605256893401737
1957,LoriMoore,tararuiz@example.org,Exploring the world 🌍,2023-11-02T15:24:40.877440,55,205,83,False,0.17877938588114595
592,sherrygibson_31,thomasrobert@example.com,🎯 Best investment opportunity! https://www.ross.com/,2025-06-30T15:24:39.716832,32,1269,3,True,0.8754910837889037
964,admin311,philipgarcia@example.net,🎁 Free giveaway! Click to win! http://wiggins.info/,2025-07-10T15:24:40.295547,7,632,9,True,0.9310327534461433
1113,purpose,samantha10@example.org,Exploring the world 🌍,2023-05-12T15:24:40.414938,20,238,12,False,0.006113165766874773
1882,smith2,rhernandez@example.net,"Love half, member, and she",2025-02-20T15:24:40.836221,423,151,53,False,0.28380832419345475
806,orrsheila456,garrettshawn@example.org,🚀 Join our crypto investment program! https://www.griffith.info/,2025-07-29T15:24:40.051741,28,511,3,True,0.9081414848761231
682,amberwerner!1,toddfernandez@example.com,🎯 Best investment opportunity! https://floyd.com/,2025-06-30T15:24:39.859566,17,598,1,True,0.8307660492872615
1514,christopher2,edwinhall@example.org,Dog person 🐕,2023-01-06T15:24:40.636699,361,73,53,False,0.13925690323182008
57,test937,sara02@example.com,🎯 Best investment opportunity! https://www.martin.com/,2025-07-06T15:24:38.813685,44,1463,0,True,0.7370074859085043
1286,Carolyn_68,ashleylopez@example.org,Coffee addict ☕,2024-02-07T15:24:40.511123,188,113,58,False,0.2417175687625194
1953,cynthia,webbkirsten@example.net,Coffee addict ☕,2023-10-06T15:24:40.875081,250,11,68,False,0.16394655623928098
1598,jonathanwilson,btaylor@example.net,"Hi, I'm Joshua! Night wind another collection.",2024-03-02T15:24:40.681802,221,214,18,False,0.28568439043500654
783,bennettpeterspam,mariawolf@example.net,🏠 Work from home! Earn 179$/hour! http://www.ramos-may.com/,2025-07-09T15:24:40.016010,19,925,9,True,0.7762376888212543
64,test820,susantorres@example.com,🔥 Limited time offer! http://www.wood.com/,2025-07-10T15:24:38.824473,17,533,5,True,0.9437512847602234
1230,Cory.85,thomas90@example.net,Food lover 🍕,2025-04-05T15:24:40.480290,257,239,90,False,0.09290613654138903
1071,awilliams,cynthiataylor@example.net,"Hi, I'm Peter! Anything return themselves training if everything.",2024-03-26T15:24:40.391956,125,248,65,False,0.21105631348458168
902,krystal6190,omcmahon@example.com,🔥 Limited time offer! https://www.haas.com/,2025-07-16T15:24:40.199281,24,1029,7,True,0.7070234177697823
1998,MichaelCooper,fcopeland@example.net,Tech geek 💻,2025-02-28T15:24:40.900207,433,80,25,False,0.019234936906149
1638,sherman3,tarajackson@example.com,Adventure seeker 🏔️,2023-01-03T15:24:40.703691,405,94,97,False,0.29015555391572984
1491,john3,jeffersonmichael@example.org,Music lover 🎵,2025-02-11T15:24:40.624138,375,104,22,False,0.27299255168992964
1115,dog1,christopherstephens@example.com,Fitness enthusiast 💪,2024-05-03T15:24:40.416157,218,231,69,False,0.20571039207328495
986,mcdonaldjustin2446,dfoster@example.com,📱 Download our app and get rich! https://camacho.com/,2025-07-03T15:24:40.330541,48,634,1,True,0.9574445143688471
1894,perrymatthew,joshua56@example.com,Bookworm 📚,2024-01-14T15:24:40.843413,357,249,17,False,0.11790197490488825
994,edwardsjacobfake,yhodge@example.com,⚡ Quick cash method! https://hernandez.com/,2025-07-25T15:24:40.343861,16,550,10,True,0.8509951545221426
684,nkeithfake,adriana86@example.org,⚡ Quick cash method! https://young.biz/,2025-07-10T15:24:39.862522,35,340,5,True,0.9418093012388234
963,moorekelly@3,jmartinez@example.com,🔥 Limited time offer! https://www.lee.com/,2025-07-12T15:24:40.294148,9,818,0,True,0.8562099401052745
1302,BrittanyDominguez,jimenezfernando@example.net,Coffee addict ☕,2025-06-17T15:24:40.520552,83,23,62,False,0.012013062949373677
768,scott42_50,robynjordan@example.com,🎁 Free giveaway! Click to win! https://ferrell.info/,2025-07-15T15:24:39.992978,49,561,9,True,0.9163008569604061
1442,AmyWilliams,hillveronica@example.org,Cat person 🐱,2024-12-21T15:24:40.597089,257,289,72,False,0.011820119684981822
1616,LauraReyes,curtisjaclyn@example.net,Nature lover 🌿,2024-12-31T15:24:40.691549,392,125,25,False,0.2873575054802391
535,test200,claykristen@example.com,⚡ Quick cash method! http://www.fitzgerald-johnson.org/,2025-07-05T15:24:39.629471,44,739,6,True,0.9736652673279715
1737,Jessica51,fryerobert@example.net,Food lover 🍕,2023-02-04T15:24:40.756500,142,90,38,False,0.2768905993473625
235,ngonzalez123,bhall@example.org,🚀 Join our crypto investment program! https://li.com/,2025-07-09T15:24:39.087899,33,1852,5,True,0.9879370790389823
1561,ashley,christopher58@example.org,Exploring the world 🌍,2024-10-31T15:24:40.662292,383,80,45,False,0.2271888927342858
1725,KimberlyMorris,jason83@example.net,"Hi, I'm Tiffany! Cost player hit suggest best tree lay.",2024-05-20T15:24:40.749550,117,277,34,False,0.2886464610542689
1170,PatriciaHamilton,lopezchelsea@example.net,Dog person 🐕,2024-01-07T15:24:40.447854,107,92,23,False,0.1385670055767349
339,burnettjessica6290,gwendolynbecker@example.com,⚡ Quick cash method! http://www.mcbride-shelton.com/,2025-07-26T15:24:39.324204,8,1713,2,True,0.7121378454497915
390,pamelaestes#1,warnervictoria@example.com,⚡ Quick cash method! http://bridges-hayes.com/,2025-07-09T15:24:39.404741,35,1739,8,True,0.8056792595939105
1558,cervantes2,weeksjennifer@example.net,"Love recent, rise, and rich",2023-04-15T15:24:40.660584,429,43,72,False,0.2351983815359863
1596,xjohnson,iriddle@example.net,Fitness enthusiast 💪,2024-12-26T15:24:40.680763,209,201,84,False,0.1521823552144682
236,shaun89456,sharon10@example.org,🔥 Limited time offer! https://www.merritt-pennington.com/,2025-07-05T15:24:39.089363,0,1436,6,True,0.8185642342734352
433,jschwartzfake,lisa33@example.net,📱 Download our app and get rich! https://www.wright.com/,2025-07-03T15:24:39.472210,39,576,6,True,0.895687723706243
1465,Sarah.58,christopherfitzpatrick@example.com,"Student at Lopez, Lopez and Mcknight",2023-12-12T15:24:40.610242,11,220,21,False,0.2014109655449083
1469,bonnie3,zbryant@example.net,Music lover 🎵,2024-04-12T15:24:40.612419,113,242,29,False,0.1438322458156055
823,rogerneal2945,gward@example.org,💯 100% guaranteed profit! http://shea.com/,2025-07-19T15:24:40.078126,6,414,3,True,0.7788682722235872
363,gomezannaspam,jeffery67@example.org,💸 Earn 500$ daily! https://vasquez-kennedy.com/,2025-07-21T15:24:39.362051,47,1421,2,True,0.8719130117408052
1226,try2,nathaniel85@example.com,Coffee addict ☕,2023-08-24T15:24:40.478107,269,242,98,False,0.07230340978109213
1338,ErikaSanford,sarah59@example.net,Nature lover 🌿,2025-01-16T15:24:40.540111,200,226,20,False,0.14502418721880353
1761,saundersjulia,cynthia28@example.net,Adventure seeker 🏔️,2023-11-28T15:24:40.769228,179,281,32,False,0.11048714913909441
1552,johnson1,rojasgary@example.net,Travel addict ✈️,2023-08-11T15:24:40.657204,402,47,68,False,0.12409641941086093
418,gking7202,linda42@example.org,🔥 Limited time offer! http://www.dougherty.com/,2025-07-29T15:24:39.448445,25,210,5,True,0.8220831870179056
1631,SeanAnthony,hperez@example.com,Cat person 🐱,2024-02-06T15:24:40.699527,45,70,10,False,0.24905211568725194
755,rdiaz2670,guzmankevin@example.org,🔥 Limited time offer! https://hopkins.com/,2025-07-11T15:24:39.972858,21,1018,0,True,0.87216691594546
1480,charles38,ugallegos@example.com,"📍 Donaldtown, Gambia",2024-06-12T15:24:40.618258,240,210,79,False,0.14237116252245377
1074,continue3,rodney96@example.net,Bookworm 📚,2025-06-26T15:24:40.393518,280,106,34,False,0.24380265339979695
1245,diana3,allensherry@example.com,Nature lover 🌿,2025-04-23T15:24:40.488596,66,206,81,False,0.2237736677440014
1671,MarkOlson,kathryn24@example.com,Coffee addict ☕,2023-10-14T15:24:40.721228,497,151,7,False,0.16106533377715382
213,christopher70789,lisakramer@example.com,💰 Make money fast! Click here: http://bradley.com/,2025-07-18T15:24:39.053965,28,1515,9,True,0.7246516397804407
1344,Jill33,zmurphy@example.net,Music lover 🎵,2024-06-27T15:24:40.543067,241,147,7,False,0.10993474928242827
47,aoliver!9,parmstrong@example.org,🔥 Limited time offer! http://sanders-dunn.com/,2025-07-17T15:24:38.798047,3,1943,3,True,0.7493087167788138
1259,barry3,bparsons@example.org,Food lover 🍕,2023-09-30T15:24:40.496097,400,92,58,False,0.07700923726337232
1174,pcollins,afrank@example.net,Passionate about would and city,2023-02-16T15:24:40.450112,92,15,67,False,0.2657099803393138
1503,samantha3,carlosjordan@example.com,Nature lover 🌿,2024-04-19T15:24:40.630568,377,276,70,False,0.14224039903536953
220,jill68789,marissahowell@example.net,⚡ Quick cash method! https://www.andrews-phillips.info/,2025-07-19T15:24:39.064691,43,871,3,True,0.8201115273873065
1024,note3,pearsondiane@example.org,Adventure seeker 🏔️,2022-12-21T15:24:40.366567,151,198,48,False,0.2686949096407095
1172,JaimeBurton,johnsonamanda@example.net,Bookworm 📚,2024-11-30T15:24:40.449026,470,162,95,False,0.20612123179868952
528,chadgamble000,gomezanthony@example.org,💰 Make money fast! Click here: https://www.english-king.org/,2025-07-13T15:24:39.618922,49,299,0,True,0.7309943538589595
242,okim$5,taylorwoods@example.org,💯 100% guaranteed profit! http://www.turner.info/,2025-07-17T15:24:39.098793,34,1970,2,True,0.9048027666952121
243,thompsonsherry@6,wbyrd@example.org,💯 100% guaranteed profit! http://www.horne.info/,2025-07-19T15:24:39.100172,50,642,6,True,0.705179553453458
78,zmurphy@6,abrown@example.org,⚡ Quick cash method! https://www.fisher.org/,2025-07-02T15:24:38.846517,13,1626,6,True,0.8231640936233658
918,ramirezamy789,lbrown@example.com,🎯 Best investment opportunity! https://gutierrez.com/,2025-07-01T15:24:40.223908,34,1850,8,True,0.9669364568463859
1796,robert,murillopaul@example.com,Dog person 🐕,2025-01-13T15:24:40.789731,50,155,98,False,0.04142817481418758
830,bradleyscott3656,tina49@example.org,📱 Download our app and get rich! http://garcia.biz/,2025-06-30T15:24:40.088916,6,1412,9,True,0.8508486172927269
269,osmith.52,harrismichael@example.org,🔥 Limited time offer! http://reeves-gomez.com/,2025-07-11T15:24:39.141892,35,1888,0,True,0.9984810399103353
1331,timothyramos,andersondeborah@example.org,Music lover 🎵,2024-12-05T15:24:40.536374,216,67,9,False,0.2628166107381022
316,markbryan4144,bbarnes@example.com,🔥 Limited time offer! http://www.shields-vincent.biz/,2025-07-04T15:24:39.287492,23,1267,10,True,0.8034636896442036
992,bcolemanbot,crystal18@example.org,🎁 Free giveaway! Click to win! https://www.deleon.com/,2025-07-03T15:24:40.340535,35,988,9,True,0.8081397512161204
51,kathleen17_85,ifisher@example.com,💯 100% guaranteed profit! https://reed-jones.com/,2025-07-12T15:24:38.804141,35,452,8,True,0.9195499626039858
415,dana90#5,ssalazar@example.net,📱 Download our app and get rich! https://www.smith.com/,2025-07-20T15:24:39.443886,23,526,6,True,0.9995238850431316
1875,nicole1,raymondmcpherson@example.net,Dog person 🐕,2023-03-20T15:24:40.832271,181,146,77,False,0.22026977636154643
482,user374,ybennett@example.com,💰 Make money fast! Click here: https://www.mcclain.com/,2025-07-02T15:24:39.547108,21,312,7,True,0.7752548858089118
177,lewislisa#4,tony68@example.org,💸 Earn 173$ daily! https://www.osborne.com/,2025-07-03T15:24:38.998883,44,197,3,True,0.7123702475912015
506,demo746,lynchcathy@example.org,🔥 Limited time offer! http://www.diaz.org/,2025-07-23T15:24:39.583328,20,455,3,True,0.8883616857992239
821,user898,csuarez@example.org,⚡ Quick cash method! https://fernandez.com/,2025-07-08T15:24:40.075271,35,299,5,True,0.9517513597954689
453,steveaustin000,pcortez@example.com,⚡ Quick cash method! https://www.wells-davis.com/,2025-07-02T15:24:39.503502,8,527,7,True,0.8468931038671401
1372,JaimeShah,mejiadouglas@example.net,Dog person 🐕,2023-09-20T15:24:40.558757,84,60,67,False,0.07393365407202142
1540,focus3,bryanramirez@example.net,Adventure seeker 🏔️,2025-05-19T15:24:40.650886,288,103,31,False,0.14497592818430907
254,user113,tony17@example.net,🔥 Limited time offer! https://williams.com/,2025-07-03T15:24:39.117670,5,150,4,True,0.7194963730571934
1508,deborah3,mckayrobert@example.net,"📍 Smithtown, Norfolk Island",2025-04-26T15:24:40.633435,84,119,48,False,0.25866167079833424
1934,briankemp,xthompson@example.org,Coffee addict ☕,2024-06-22T15:24:40.865032,218,109,21,False,0.2549572661763631
793,rachael09test,jennifermorse@example.com,🚀 Join our crypto investment program! http://carroll.org/,2025-07-01T15:24:40.031636,12,546,2,True,0.7137401057353727
65,judith11!9,clifford03@example.com,💯 100% guaranteed profit! https://khan-clayton.com/,2025-07-10T15:24:38.825865,41,1589,8,True,0.7020444214636204
1551,Leslie.87,tamiliu@example.com,Travel addict ✈️,2024-09-12T15:24:40.656640,423,22,58,False,0.01788154652240953
507,brooke89bot,fernandezlindsay@example.net,💰 Make money fast! Click here: http://smith.info/,2025-07-07T15:24:39.585140,22,1632,8,True,0.9257247668904534
1610,Brandy_68,yhubbard@example.net,Music lover 🎵,2024-08-16T15:24:40.688195,110,281,97,False,0.20873843283248592
1023,tamiherrera,eric25@example.net,Living life one day at a time ✨,2024-01-04T15:24:40.366055,407,91,5,False,0.031632406639543996
1617,ElizabethJones,harmonmichael@example.org,Photography enthusiast 📸,2025-04-28T15:24:40.692162,298,129,49,False,0.2117364000522874
1121,michelle17,hcarrillo@example.com,Living life one day at a time ✨,2025-03-06T15:24:40.419253,311,134,22,False,0.24545113510696487
738,yevans.76,matthewperez@example.com,📱 Download our app and get rich! http://cisneros.com/,2025-07-21T15:24:39.945901,27,1935,9,True,0.9520527099598229
1975,career,laurie20@example.net,Nature lover 🌿,2024-09-30T15:24:40.887426,151,98,92,False,0.0009867364135464406
1284,on3,robertjenkins@example.org,Dog person 🐕,2024-02-19T15:24:40.509959,399,270,22,False,0.27419156396910743
362,admin234,robertbarnes@example.org,🔥 Limited time offer! http://reynolds-massey.com/,2025-07-29T15:24:39.360654,30,1251,2,True,0.969652571963963
1241,center1,jennifer19@example.org,Bookworm 📚,2023-10-20T15:24:40.486420,275,198,82,False,0.10360530727166176
1257,webertamara,johnsoncynthia@example.com,Living life one day at a time ✨,2023-09-20T15:24:40.495098,248,130,62,False,0.17715587399033292
1653,Ricky.11,bsmith@example.org,Photography enthusiast 📸,2023-11-05T15:24:40.711881,267,253,53,False,0.12333596697624617
1755,kaitlin1,sydney71@example.org,Passionate about southern and today,2023-12-06T15:24:40.766093,224,11,83,False,0.2616315409441716
190,penalisa$8,echerry@example.com,📱 Download our app and get rich! https://www.adams.net/,2025-07-11T15:24:39.017929,19,367,2,True,0.8369110621773195
1431,brewer,thomasbeverly@example.com,Fitness enthusiast 💪,2023-06-18T15:24:40.590952,388,252,5,False,0.1558619989441032
285,katherinekirby2527,rcox@example.net,⚡ Quick cash method! https://www.robbins-cole.com/,2025-07-24T15:24:39.234566,34,1389,5,True,0.7014445551675456
315,test615,barbara28@example.org,🚀 Join our crypto investment program! https://www.juarez-cook.com/,2025-07-03T15:24:39.285848,13,422,5,True,0.9791646763292146
708,demo801,lcole@example.org,💸 Earn 808$ daily! http://peterson.com/,2025-07-08T15:24:39.900353,47,569,0,True,0.7898069934312276
520,jeremyrogers1147,bradjuarez@example.net,⚡ Quick cash method! https://www.stuart.org/,2025-07-26T15:24:39.606154,11,1278,10,True,0.8695277277545641
936,todd28_97,mckinneyrachel@example.com,🎁 Free giveaway! Click to win! http://sanchez.com/,2025-07-04T15:24:40.251988,3,407,7,True,0.7169077607112089
1881,itself,gracejohnson@example.net,Cat person 🐱,2024-11-29T15:24:40.835621,306,149,37,False,0.2745805770834404
885,zacharydominguez!6,ronnie71@example.com,💯 100% guaranteed profit! http://www.crawford.com/,2025-07-09T15:24:40.173626,30,691,5,True,0.8266047161687242
1854,JillPerez,jessica29@example.com,Food lover 🍕,2024-10-31T15:24:40.820792,22,236,42,False,0.1678127518264914
1328,mother1,mitchell33@example.net,"Working at Pratt, White and Padilla",2025-05-31T15:24:40.534703,359,76,93,False,0.25593198212231105
1567,ThomasGray,amy73@example.org,Travel addict ✈️,2022-12-07T15:24:40.665423,333,234,76,False,0.19300001167643457
590,jeffmacdonaldspam,kathyhansen@example.net,🎁 Free giveaway! Click to win! http://wallace.com/,2025-07-09T15:24:39.713551,17,1142,0,True,0.7893038781720263
1402,savage3,cohentheresa@example.net,Passionate about tax and have,2025-06-03T15:24:40.575077,144,140,96,False,0.13429294646621065
1032,robert3,zgomez@example.net,Nature lover 🌿,2023-12-26T15:24:40.370578,121,41,53,False,0.19208041162094355
1846,tara11,carterdonald@example.net,Exploring the world 🌍,2023-09-14T15:24:40.816778,205,67,70,False,0.1691745114160862
461,pwilliams$7,martinmichael@example.org,💯 100% guaranteed profit! https://www.sanders.com/,2025-07-17T15:24:39.515872,22,1689,5,True,0.8530530415698059
536,justinmeadowstest,fdaniels@example.net,💰 Make money fast! Click here: http://www.parker.com/,2025-07-06T15:24:39.631174,32,1635,9,True,0.7775294932226997
852,admin109,nataliehunt@example.com,🚀 Join our crypto investment program! https://www.bauer-ortiz.com/,2025-07-02T15:24:40.122515,22,1830,2,True,0.9648409554189465
1220,lisa,ycooper@example.org,Fitness enthusiast 💪,2024-11-25T15:24:40.474874,314,206,91,False,0.19368060912838844
437,cannonwilliam@7,ymorris@example.org,⚡ Quick cash method! http://www.boyer.com/,2025-07-18T15:24:39.478526,20,437,7,True,0.7878048633689686
1439,Marco_68,brendan27@example.org,"Hi, I'm Daniel! Baby indeed movie with see.",2025-01-04T15:24:40.595485,16,262,41,False,0.20454910868432583
1369,jones3,owhitaker@example.com,"Love majority, especially, and over",2023-01-19T15:24:40.556793,155,225,66,False,0.11318366696832974
544,ywatson000,mcconnelljennifer@example.org,💰 Make money fast! Click here: http://thornton-galloway.info/,2025-07-08T15:24:39.643628,13,178,4,True,0.9163039467016058
1150,amber1,ambermack@example.org,Music lover 🎵,2023-02-18T15:24:40.435393,298,181,80,False,0.26176206976362926
268,jill02$9,lynchjohn@example.com,⚡ Quick cash method! https://www.rodriguez.com/,2025-07-10T15:24:39.140117,6,1018,8,True,0.7553313366009995
804,chavezjennifer@3,gregorytracey@example.org,📱 Download our app and get rich! http://www.greene.com/,2025-07-10T15:24:40.048814,37,659,1,True,0.7916986293963273
1708,brett2,wrightjames@example.com,Music lover 🎵,2023-03-09T15:24:40.740573,298,40,65,False,0.12489518306164617
1438,powell2,gjefferson@example.com,Food lover 🍕,2023-10-01T15:24:40.594939,289,35,5,False,0.042516428241676306
1365,form2,ipace@example.com,Dog person 🐕,2022-12-11T15:24:40.554295,23,200,77,False,0.21370046352018454
1240,every,edwardsjesse@example.net,Cat person 🐱,2024-07-10T15:24:40.485919,305,240,18,False,0.22897601288862293
201,irusso@7,priscilla13@example.net,🏠 Work from home! Earn 233$/hour! http://www.duncan.com/,2025-07-02T15:24:39.034588,14,413,8,True,0.8437576530545989
1827,olson,cruzamanda@example.com,Travel addict ✈️,2023-04-03T15:24:40.806590,11,120,29,False,0.16710732945984896
1626,Michael.57,juliediaz@example.com,Dog person 🐕,2023-04-09T15:24:40.696997,10,253,92,False,0.2902375451065769
1303,standard,bobbygilbert@example.net,Adventure seeker 🏔️,2022-11-21T15:24:40.521124,14,96,50,False,0.005513179732266349
1047,peace3,amber28@example.org,Adventure seeker 🏔️,2024-02-29T15:24:40.378876,480,205,68,False,0.010575606107378788
966,whitekaitlyn@1,afarmer@example.org,💯 100% guaranteed profit! https://williams.biz/,2025-07-26T15:24:40.299048,0,505,10,True,0.778512478194778
818,hernandezangel2281,kevinolson@example.org,🔥 Limited time offer! http://farley-thomas.com/,2025-07-12T15:24:40.070709,50,1953,2,True,0.7606508341717001
813,monica76_65,tpatel@example.com,📱 Download our app and get rich! http://booth-strickland.net/,2025-07-09T15:24:40.062801,14,583,3,True,0.9839131663814258
292,demo616,scott45@example.org,🚀 Join our crypto investment program! https://www.rodriguez.com/,2025-07-11T15:24:39.248739,20,932,3,True,0.7580068761733023
357,rileysummer.95,sheilamartinez@example.com,📱 Download our app and get rich! http://andrews.com/,2025-07-04T15:24:39.353065,40,1390,5,True,0.9207436283115501
454,nancycamposfake,castrochristopher@example.com,🏠 Work from home! Earn 335$/hour! http://chapman.com/,2025-07-06T15:24:39.504944,0,643,9,True,0.8036677544766587
1520,rbyrd,sharonmoore@example.org,Cat person 🐱,2025-06-24T15:24:40.640113,19,261,84,False,0.2898521331145102
867,xjackson#6,elliottluke@example.org,🔥 Limited time offer! https://rodriguez.com/,2025-07-05T15:24:40.145349,15,1807,5,True,0.8709644343780023
1059,jasmine70,taylorhayes@example.com,Working at Collins Inc,2024-11-24T15:24:40.385605,290,178,36,False,0.1897696083646702
612,morgan3650,danjones@example.org,🏠 Work from home! Earn 410$/hour! https://hoover-garcia.org/,2025-07-01T15:24:39.748647,46,874,2,True,0.8955176650388083
1255,loss2,debra96@example.net,Student at Scott Ltd,2024-08-21T15:24:40.494028,95,178,40,False,0.2841263967444331
1260,Dale_24,frankerica@example.org,Music lover 🎵,2023-01-11T15:24:40.496578,86,102,40,False,0.06892528173973314
489,tparksfake,gardnerjennifer@example.net,💸 Earn 259$ daily! http://www.fisher-davis.com/,2025-07-27T15:24:39.557463,42,1186,4,True,0.9041383567329812
1639,christopher1,cheryl15@example.com,Exploring the world 🌍,2025-02-12T15:24:40.704111,484,183,78,False,0.06888369750345386
508,kandersonspam,sergiomills@example.org,🎯 Best investment opportunity! http://hall-cross.org/,2025-07-26T15:24:39.586807,1,1242,6,True,0.9153826408670215
990,jonathan96.41,buckthomas@example.net,💸 Earn 939$ daily! https://morales.com/,2025-07-10T15:24:40.337177,6,940,10,True,0.7678895768864809
1634,miller2,petersondiane@example.net,Nature lover 🌿,2023-05-22T15:24:40.701111,475,158,99,False,0.04920372044592575
1936,elliskelly,shannonjones@example.com,Student at Baxter-Soto,2024-03-10T15:24:40.866269,130,165,84,False,0.012880667477875984
158,wagnerwalter@7,hunterchristy@example.net,⚡ Quick cash method! https://beard-meyer.org/,2025-07-01T15:24:38.970101,5,1527,0,True,0.7622208004366976
1471,kaitlyn35,vroberts@example.net,Living life one day at a time ✨,2024-12-03T15:24:40.613564,296,221,36,False,0.1861977229818573
1919,lowery1,mitchellmadison@example.org,Passionate about he and ball,2023-09-17T15:24:40.857004,303,150,78,False,0.2936663971555285
55,matthew22$1,susan64@example.org,💰 Make money fast! Click here: http://www.ford.biz/,2025-07-24T15:24:38.810412,30,972,1,True,0.8759152074704474
932,jesse52!2,qmoore@example.net,📱 Download our app and get rich! http://www.williams.com/,2025-07-02T15:24:40.246425,7,1901,7,True,0.8496176286806407
1205,barbara87,hrodriguez@example.net,Passionate about act and president,2025-01-09T15:24:40.466446,372,246,82,False,0.17694803651837235
49,abrown_11,richardsondenise@example.com,🎯 Best investment opportunity! https://vega-graves.com/,2025-07-03T15:24:38.801037,20,1521,6,True,0.7577843763284491
719,hmarshall2850,vmerritt@example.org,💸 Earn 833$ daily! https://black.biz/,2025-07-28T15:24:39.916792,28,1953,1,True,0.709545149748609
868,kimberlywilliamsbot,sheripotter@example.org,💯 100% guaranteed profit! https://mcmahon-edwards.biz/,2025-07-21T15:24:40.146702,2,822,2,True,0.9781283516581796
581,ashleymendozatest,gfisher@example.org,🎯 Best investment opportunity! https://www.simon.biz/,2025-07-07T15:24:39.699081,24,1172,9,True,0.9149290188528616
1718,BrendaRivera,sreyes@example.com,Passionate about church and learn,2025-02-24T15:24:40.746018,308,121,46,False,0.2498611241884213
460,samantha1394,blee@example.org,🎁 Free giveaway! Click to win! http://www.price.org/,2025-07-28T15:24:39.514279,45,821,10,True,0.854006609354863
1098,jacob,caroljohnson@example.org,Passionate about cell and fill,2025-05-13T15:24:40.406655,300,296,93,False,0.22933950959241306
1642,language1,tlin@example.com,Coffee addict ☕,2024-01-03T15:24:40.705445,454,161,41,False,0.12450940721933065
260,bmoss123,raymond05@example.com,🔥 Limited time offer! https://williams.net/,2025-07-29T15:24:39.126674,14,905,4,True,0.8128158305154133
295,demo578,taraodom@example.net,🏠 Work from home! Earn 210$/hour! https://www.doyle.com/,2025-07-02T15:24:39.253832,35,1620,8,True,0.9692379849633483
935,rbarnes_15,justinmills@example.net,🎁 Free giveaway! Click to win! https://duran-campbell.com/,2025-07-18T15:24:40.250412,28,446,1,True,0.9627948653345473
769,npowersspam,nathanielharris@example.com,🎁 Free giveaway! Click to win! https://alexander-dawson.org/,2025-07-10T15:24:39.994869,34,1639,5,True,0.9528593689350822
1076,jordan2,wendy67@example.com,Bookworm 📚,2023-12-08T15:24:40.394763,389,204,21,False,0.08688722147074218
566,pateldanielle@8,ewalker@example.net,🔥 Limited time offer! https://warner-harper.biz/,2025-07-08T15:24:39.677124,45,617,7,True,0.8693144036391118
